,userid,friendid
655,14,958
656,14,1974
657,14,67
658,14,104
659,14,10
660,14,17
661,15,1087
662,15,2739
663,15,376
664,15,1929
665,15,477
666,15,756
667,15,2657
668,15,2334
669,15,137
670,15,2463
671,15,73
672,15,1293
673,15,612
674,15,9
675,15,38
676,15,53
677,15,23
678,15,28
679,15,421
680,15,40
681,15,346
682,15,1521
683,15,211
684,15,12
685,15,1830
686,15,1515
687,15,1684
688,15,298
689,15,1981
690,15,96
691,15,37
692,15,145
693,15,1487
694,15,186
695,15,146
696,15,861
697,15,1780
698,15,316
699,15,1183
700,15,108
701,15,1907
702,15,107
703,15,47
704,15,390
705,15,122
706,15,67
707,15,621
708,15,960
709,15,30
710,15,14
711,15,327
712,15,10
713,15,58
714,15,41
715,15,74
716,15,2304
717,15,6
718,15,0
719,15,17
720,15,315
721,15,136
722,15,39
723,15,34
724,15,29
725,15,11
726,15,1148
727,15,268
728,15,87
729,15,1268
730,15,158
731,15,49
732,15,2261
733,15,1028
734,15,2214
735,16,66
736,16,375
737,16,10
738,16,203
739,16,58
740,16,138
741,16,1371
742,16,2046
743,16,67
744,16,73
745,16,1756
746,16,1431
747,16,2246
748,16,1035
749,16,1028
750,16,2015
751,16,193
752,16,1828
753,16,2804
754,16,2688
755,16,1420
756,16,1015
757,16,2734
758,16,2130
759,16,2317
760,16,1132
761,16,1549
762,16,672
763,16,59
764,16,662
765,16,923
766,16,115
767,16,120
768,16,119
769,16,219
770,16,223
771,16,313
772,16,2
773,16,17
774,16,30
775,16,739
776,16,19
777,16,2052
778,16,703
779,16,1241
780,16,12
781,16,466
782,16,6
783,16,1571
784,16,164
785,16,640
786,16,236
787,16,110
788,16,811
789,16,143
790,16,103
791,16,780
792,17,887
793,17,2126
794,17,2234
795,17,2267
796,17,729
797,17,2079
798,17,2539
799,17,1818
800,17,2337
801,17,284
802,17,1415
803,17,240
804,17,42
805,17,1125
806,17,996
807,17,507
808,17,182
809,17,301
810,17,990
811,17,1817
812,17,2412
813,17,2334
814,17,34
815,17,1505
816,17,2164
817,17,141
818,17,421
819,17,191
820,17,13
821,17,8
822,17,650
823,17,2612
824,17,2363
825,17,14
826,17,6
827,17,1780
828,17,958
829,17,46
830,17,39
831,17,1417
832,17,269
833,17,15
834,17,215
835,17,352
836,17,0
837,17,72
838,17,1073
839,17,553
840,17,43
841,17,1828
842,17,2186
843,17,203
844,17,743
845,17,300
846,17,504
847,17,207
848,17,1355
849,17,18
850,17,165
851,17,16
852,17,28
853,17,9
854,17,10
855,17,1042
856,17,268
857,17,805
858,17,1985
859,17,38
860,17,627
861,17,1527
862,18,17
863,18,9
864,18,10
865,18,0
866,18,2793
867,18,211
868,18,1904
869,18,136
870,18,39
871,18,281
872,18,1055
873,18,49
874,18,34
875,18,812
876,18,30
877,18,1077
878,18,1514
879,18,1497
880,18,621
881,18,785
882,18,73
883,18,103
884,19,674
885,19,2623
886,19,2740
887,19,2164
888,19,640
889,19,66
890,19,10
891,19,143
892,19,16
893,19,58
894,19,236
895,19,14
896,19,1133
897,19,902
898,19,67
899,19,1869
900,20,14
901,20,1050
902,21,680
903,21,2261
904,21,2126
905,21,58
906,21,684
907,21,53
908,21,49
909,21,584
910,21,178
911,21,34
912,21,1335
913,21,146
914,21,197
915,21,2334
916,21,234
917,21,927
918,21,312
919,21,938
920,21,207
921,21,346
922,21,1918
923,21,316
924,21,2214
925,21,136
926,21,2217
927,21,1056
928,21,1679
929,21,1981
930,21,2238
931,21,1473
932,21,158
933,21,1150
934,21,281
935,21,621
936,21,203
937,21,39
938,21,1183
939,21,373
940,21,576
941,21,71
942,21,1953
943,21,773
944,21,1268
945,21,260
946,21,108
947,21,1772
948,21,1878
949,21,953
950,21,299
951,21,174
952,21,1217
953,21,86
954,21,519
955,21,1454
956,21,1015
957,21,1692
958,21,46
959,21,28
960,21,0
961,21,9
962,21,305
963,21,73
964,21,24
965,21,122
966,21,1879
967,21,245
968,21,1174
969,21,1204
970,22,0
971,22,231
972,23,174
973,23,28
974,23,9
975,23,2757
976,23,2100
977,23,1977
978,23,819
979,23,307
980,23,211
981,23,146
982,23,109
983,23,108
984,23,53
985,23,33
986,23,1981
987,23,1515
988,23,1388
989,23,641
990,23,421
991,23,327
992,23,312
993,23,233
994,23,145
995,23,136
996,23,158
997,23,15
998,23,14
999,23,268
1000,23,39
1001,23,426
1002,23,201
1003,23,316
1004,24,146
1005,24,798
1006,24,560
1007,24,324
1008,24,2734
1009,24,1268
1010,24,886
1011,24,385
1012,24,212
1013,24,1518
1014,24,746
1015,24,74
1016,24,1610
1017,24,519
1018,24,1038
1019,24,1533
1020,24,754
1021,24,51
1022,24,628
1023,24,653
1024,24,437
1025,24,488
1026,24,11
1027,24,21
1028,24,122
1029,24,72
1030,24,503
1031,24,477
1032,24,119
1033,24,208
1034,24,46
1035,24,73
1036,24,281
1037,24,43
1038,24,1
1039,24,2
1040,24,66
1041,24,141
1042,24,0
1043,24,58
1044,24,9
1045,24,3
1046,24,393
1047,25,10
1048,25,2734
1049,25,482
1050,26,920
1051,27,2160
1052,27,2164
1053,27,882
1054,27,1133
1055,27,144
1056,27,154
1057,27,1020
1058,27,14
1059,27,2284
1060,27,1575
1061,27,1736
1062,27,1055
1063,27,573
1064,27,507
1065,28,1652
1066,28,1136
1067,28,53
1068,28,1861
1069,28,259
1070,28,2587
1071,28,15
1072,28,56
1073,28,1976
1074,28,1213
1075,28,520
1076,28,621
1077,28,221
1078,28,195
1079,28,87
1080,28,73
1081,28,0
1082,28,34
1083,28,1280
1084,28,2481
1085,28,1876
1086,28,366
1087,28,103
1088,28,182
1089,28,301
1090,28,884
1091,28,6
1092,28,1035
1093,28,2019
1094,28,373
1095,28,12
1096,28,23
1097,28,1
1098,28,202
1099,28,371
1100,28,240
1101,28,697
1102,28,279
1103,28,138
1104,28,51
1105,28,55
1106,28,29
1107,28,46
1108,28,9
1109,28,2802
1110,28,1268
1111,28,2024
1112,29,1268
1113,29,729
1114,29,352
1115,29,1948
1116,29,346
1117,29,1635
1118,29,34
1119,29,709
1120,29,155
1121,29,2234
1122,29,1515
1123,29,807
1124,29,777
1125,29,718
1126,29,499
1127,29,403
1128,29,173
1129,29,122
1130,29,51
1131,29,28
1132,29,9
1133,29,8
1134,29,146
1135,29,107
1136,29,2334
1137,29,46
1138,29,520
1139,29,327
1140,29,57
1141,29,14
1142,29,47
1143,29,15
1144,29,268
1145,29,39
1146,29,0
1147,29,960
1148,29,421
1149,29,1029
1150,29,629
1151,29,246
1152,29,115
1153,30,541
1154,30,1746
1155,30,2532
1156,30,981
1157,30,1310
1158,30,2354
1159,30,2463
1160,30,1592
1161,30,2164
1162,30,477
1163,30,2529
1164,30,136
1165,30,41
1166,30,71
1167,30,35
1168,30,211
1169,30,2587
1170,30,87
1171,30,1684
1172,30,1557
1173,30,1022
1174,30,1635
1175,30,1999
1176,30,46
1177,30,8
1178,30,145
1179,30,107
1180,30,953
1181,30,14
1182,30,384
1183,30,15
1184,30,1142
1185,30,120
1186,30,1519
1187,30,47
1188,30,39
1189,30,31
1190,30,802
1191,30,1268
1192,30,128
1193,30,72
1194,30,18
1195,30,0
1196,30,1
1197,30,133
1198,30,122
1199,30,16
1200,30,9
1201,30,10
1202,31,987
1203,31,30
1204,31,1238
1205,31,1582
1206,31,2005
1207,31,688
1208,31,382
1209,31,46
1210,31,43
1211,31,53
1212,31,2621
1213,31,132
1214,32,2711
1215,32,1559
1216,32,28
1217,32,1605
1218,32,507
1219,32,1999
1220,32,192
1221,32,41
1222,32,1087
1223,32,2797
1224,32,0
1225,32,811
1226,32,2713
1227,32,1137
1228,32,120
1229,32,1268
1230,33,131
1231,33,41
1232,33,34
1233,33,87
1234,33,74
1235,33,53
1236,33,2621
1237,33,0
1238,33,307
1239,33,136
1240,33,268
1241,33,281
1242,34,196
1243,34,1197
1244,34,145
1245,34,1796
1246,34,316
1247,34,1150
1248,34,832
1249,34,394
1250,34,2159
1251,34,86
1252,34,861
1253,34,1581
1254,34,2134
1255,34,2740
1256,34,58
1257,34,2468
1258,34,2338
1259,34,694
1260,34,851
1261,34,2806
1262,34,1725
1263,34,281
1264,34,2208
1265,34,1535
1266,34,46
1267,34,1650
1268,34,246
1269,34,73
1270,34,2436
1271,34,108
1272,34,2565
1273,34,1907
1274,34,1777
1275,34,1140
1276,34,107
1277,34,845
1278,34,2463
1279,34,621
1280,34,2334
1281,34,384
1282,34,960
1283,34,48
1284,34,256
1285,34,266
1286,34,1213
1287,34,729
1288,34,1930
1289,34,906
1290,34,268
1291,34,136
1292,34,92
1293,34,938
1294,34,15
1295,34,260
1296,34,377
1297,34,158
1298,34,39
1299,34,203
1300,34,207
1301,34,47
1302,34,2304
1303,34,116
1304,34,650
1305,34,315
1306,34,162
1307,34,11
1308,34,0
1309,34,214
1310,34,1818
1311,34,1776
1312,34,2067
1313,34,617
1314,34,2761
1315,34,2392
1316,34,213
1317,34,97
1318,34,1431
1319,34,932
1320,34,198
1321,34,2412
1322,34,121
1323,34,1817
1324,34,2587
1325,34,432
1326,34,1890
1327,34,49
1328,34,635
1329,34,390
1330,34,2582
1331,34,201
1332,34,625
1333,34,2054
1334,34,1310
1335,34,1900
1336,34,2218
1337,34,809
1338,34,1082
1339,34,2311
1340,34,361
1341,34,1272
1342,34,1081
1343,34,1637
1344,34,2402
1345,34,1002
1346,34,2673
1347,34,1972
1348,34,1118
1349,34,474
1350,34,517
1351,34,1041
1352,34,1632
1353,34,2657
1354,34,133
1355,34,644
1356,34,998
1357,34,1860
1358,34,2574
1359,34,18
1360,34,1167
1361,34,884
1362,34,2481
1363,34,1233
1364,34,953
1365,34,641
1366,34,217
1367,34,962
1368,34,2235
1369,34,307
1370,34,424
1371,34,1416
1372,34,1025
1373,34,955
1374,34,1635
1375,34,2754
1376,34,2692
1377,34,2672
1378,34,807
1379,34,828
1380,34,1254
1381,34,1728
1382,34,1739
1383,34,2038
1384,34,629
1385,34,815
1386,34,212
1387,34,72
1388,34,250
1389,34,1335
1390,34,1418
1391,34,927
1392,34,970
1393,34,401
1394,34,1484
1395,34,709
1396,34,892
1397,34,965
1398,34,1574
1399,34,672
1400,34,519
1401,34,1122
1402,34,1702
1403,34,2263
1404,34,2763
1405,34,1981
1406,34,2260
1407,34,1686
1408,34,6
1409,34,503
1410,34,688
1411,34,128
1412,34,1912
1413,34,612
1414,34,1190
1415,34,596
1416,34,383
1417,34,1539
1418,34,1028
1419,34,1312
1420,34,156
1421,34,1073
1422,34,234
1423,34,1948
1424,34,29
1425,34,55
1426,34,1903
1427,34,2802
1428,34,2666
1429,34,40
1430,34,776
1431,34,1784
1432,34,1790
1433,34,9
1434,34,1169
1435,34,1612
1436,34,33
1437,34,53
1438,34,986
1439,34,2640
1440,34,1929
1441,34,819
1442,34,146
1443,34,21
1444,34,2168
1445,34,190
1446,34,421
1447,34,699
1448,34,1388
1449,34,482
1450,34,320
1451,34,352
1452,34,17
1453,34,584
1454,34,1490
1455,34,706
1456,34,2100
1457,34,171
1458,34,989
1459,34,1515
1460,34,312
1461,34,1542
1462,34,2446
1463,34,2689
1464,34,1993
1465,34,1281
1466,34,310
1467,34,2681
1468,34,904
1469,34,1528
1470,34,28
1471,34,370
1472,34,991
1473,34,651
1474,34,685
1475,34,2024
1476,34,1619
1477,34,2217
1478,34,233
1479,34,2238
1480,34,944
1481,34,211
1482,34,502
1483,34,1950
1484,34,1473
1485,34,1011
1486,34,2807
1487,34,412
1488,34,245
1489,34,221
1490,34,8
1491,34,59
1492,35,30
1493,35,729
1494,35,34
1495,35,1179
1496,35,352
1497,35,66
1498,35,778
1499,35,271
1500,35,852
1501,35,1859
1502,35,1621
1503,35,58
1504,35,477
1505,35,1724
1506,35,958
1507,35,6
1508,35,307
1509,35,0
1510,35,2282
1511,35,39
1512,35,1058
1513,35,15
1514,36,354
1515,37,39
1516,37,108
1517,37,327
1518,37,107
1519,37,122
1520,37,9
1521,38,182
1522,38,866
1523,38,115
1524,38,399
1525,38,143
1526,38,520
1527,38,568
1528,38,241
1529,38,263
1530,38,205
1531,38,95
1532,38,51
1533,38,74
1534,38,55
1535,38,72
1536,38,488
1537,38,1125
1538,38,301
1539,38,42
1540,38,191
1541,38,2130
1542,38,2363
1543,38,240
1544,38,773
1545,39,2657
1546,39,324
1547,39,678
1548,39,1927
1549,39,35
1550,39,346
1551,39,1904
1552,39,143
1553,39,2539
1554,39,2334
1555,39,128
1556,39,106
1557,39,165
1558,39,51
1559,39,2520
1560,39,1153
1561,39,612
1562,39,1347
1563,39,304
1564,39,684
1565,39,1684
1566,39,312
1567,39,109
1568,39,116
1569,39,1183
1570,39,584
1571,39,9
1572,39,1087
1573,39,1038
1574,39,477
1575,39,2645
1576,39,1612
1577,39,2238
1578,39,178
1579,39,211
1580,39,221
1581,39,186
1582,39,18
1583,39,37
1584,39,146
1585,39,507
1586,39,207
1587,39,21
1588,39,1268
1589,39,107
1590,39,47
1591,39,30
1592,39,17
1593,39,96
1594,39,327
1595,39,41
1596,39,49
1597,39,53
1598,39,73
1599,39,14
1600,39,40
1601,39,1515
1602,39,23
1603,39,1232
1604,39,58
1605,39,136
1606,39,15
1607,39,158
1608,39,268
1609,39,29
1610,39,87
1611,39,11
1612,39,34
1613,39,621
1614,39,28
1615,39,0
1616,39,161
1617,39,132
1618,40,337
1619,40,352
1620,40,1620
1621,40,1612
1622,40,34
1623,40,9
1624,40,11
1625,40,15
1626,40,650
1627,40,2214
1628,40,1527
1629,40,1061
1630,40,39
1631,40,2679
1632,40,108
1633,40,568
1634,41,759
1635,41,2608
1636,41,1800
1637,41,1646
1638,41,596
1639,41,271
1640,41,618
1641,41,1500
1642,41,1626
1643,41,281
1644,41,2402
1645,41,324
1646,41,30
1647,41,2334
1648,41,2539
1649,41,1541
1650,41,1153
1651,41,1366
1652,41,458
1653,41,706
1654,41,55
1655,41,612
1656,41,1612
1657,41,53
1658,41,33
1659,41,1214
1660,41,2592
1661,41,897
1662,41,2304
1663,41,819
1664,41,146
1665,41,165
1666,41,723
1667,41,154
1668,41,1388
1669,41,158
1670,41,411
1671,41,307
1672,41,1689
1673,41,2689
1674,41,2565
1675,41,2731
1676,41,1401
1677,41,944
1678,41,178
1679,41,211
1680,41,1473
1681,41,2208
1682,41,1907
1683,41,108
1684,41,162
1685,41,196
1686,41,377
1687,41,424
1688,41,145
1689,41,2043
1690,41,1725
1691,41,1876
1692,41,87
1693,41,316
1694,41,1183
1695,41,2557
1696,41,327
1697,41,268
1698,41,136
1699,41,39
1700,41,15
1701,41,1776
1702,41,2409
1703,41,1890
1704,41,663
1705,41,2794
1706,41,46
1707,41,174
1708,41,2547
1709,42,2079
1710,42,174
1711,42,191
1712,42,504
1713,42,134
1714,42,38
1715,42,627
1716,42,402
1717,42,1415
1718,42,240
1719,42,1125
1720,42,2337
1721,42,1355
1722,42,1589
1723,42,46
1724,42,120
1725,42,1148
1726,42,1593
1727,42,72
1728,42,2246
1729,42,892
1730,42,1417
1731,42,805
1732,42,1906
1733,42,2363
1734,42,284
1735,42,182
1736,42,17
1737,42,2819
1738,42,1995
1739,42,300
1740,42,1527
1741,43,381
1742,43,10
1743,43,932
1744,43,141
1745,43,323
1746,43,46
1747,43,640
1748,43,462
1749,43,118
1750,43,679
1751,43,1573
1752,43,241
1753,43,375
1754,43,2058
1755,43,2608
1756,43,158
1757,43,2248
1758,43,586
1759,43,120
1760,43,2476
1761,43,253
1762,43,45
1763,43,150
1764,43,990
1765,43,1679
1766,43,1135
1767,43,267
1768,43,1862
1769,44,430
1770,44,1570
1771,44,2794
1772,44,0
1773,44,1976
1774,44,282
1775,44,8
1776,45,1556
1777,45,103
1778,45,2019
1779,45,138
1780,45,66
1781,45,50
1782,45,43
1783,45,8
1784,46,566
1785,46,62
1786,46,1999
1787,46,1227
1788,46,263
1789,46,707
1790,46,1984
1791,46,1977
1792,46,1194
1793,46,385
1794,46,2587
1795,46,141
1796,46,437
1797,46,967
1798,46,268
1799,46,30
1800,46,266
1801,46,996
1802,46,650
1803,46,2334
1804,46,66
1805,46,191
1806,46,381
1807,46,117
1808,46,8
1809,46,174
1810,46,1417
1811,46,14
1812,46,1765
1813,46,1519
1814,46,451
1815,46,586
1816,46,2363
1817,46,34
1818,46,2613
1819,46,241
1820,46,2775
1821,46,13
1822,46,352
1823,46,64
1824,46,2612
1825,46,1817
1826,46,1431
1827,46,1148
1828,46,1497
1829,46,677
1830,46,729
1831,46,240
1832,46,87
1833,46,72
1834,46,43
1835,46,29
1836,46,17
1837,46,0
1838,46,684
1839,46,2686
1840,46,283
1841,46,960
1842,46,41
1843,46,1595
1844,46,42
1845,46,2443
1846,46,1616
1847,46,360
1848,46,2145
1849,46,2408
1850,46,1684
1851,46,897
1852,46,236
1853,46,1774
1854,46,958
1855,46,1269
1856,46,2764
1857,46,1485
1858,46,182
1859,46,115
1860,46,207
1861,46,1524
1862,46,194
1863,46,2
1864,46,143
1865,46,122
1866,46,119
1867,46,118
1868,46,55
1869,46,103
1870,46,102
1871,46,65
1872,46,28
1873,46,507
1874,46,404
1875,46,2337
1876,46,1828
1877,46,1879
1878,46,1558
1879,46,120
1880,46,1589
1881,46,1995
1882,46,284
1883,47,137
1884,47,9
1885,47,2587
1886,47,2334
1887,47,53
1888,47,33
1889,47,315
1890,47,312
1891,47,819
1892,47,421
1893,47,1523
1894,47,1830
1895,47,2024
1896,47,641
1897,47,211
1898,47,2217
1899,47,203
1900,47,145
1901,47,67
1902,47,221
1903,47,212
1904,47,8
1905,47,346
1906,47,14
1907,47,146
1908,47,108
1909,47,0
1910,47,39
1911,47,15
1912,47,621
1913,47,30
1914,47,327
1915,47,87
1916,47,73
1917,47,268
1918,47,29
1919,47,34
1920,47,11
1921,47,1521
1922,47,326
1923,47,1876
1924,47,1028
1925,47,186
1926,47,23
1927,47,10
1928,47,617
1929,47,236
1930,47,373
1931,47,223
1932,47,2734
1933,47,46
1934,47,1728
1935,47,309
1936,47,2198
1937,47,16
1938,48,566
1939,48,1584
1940,48,1635
1941,48,2164
1942,48,2260
1943,48,75
1944,48,1401
1945,48,178
1946,48,2613
1947,48,903
1948,48,1930
1949,48,2170
1950,48,34
1951,48,0
1952,48,546
1953,48,2443
1954,48,609
1955,48,398
1956,48,2
1957,48,208
1958,48,3
1959,48,1828
1960,49,635
1961,49,41
1962,49,58
1963,49,39
1964,49,158
1965,49,17
1966,49,87
1967,49,18
1968,49,136
1969,49,1314
1970,49,23
1971,49,15
1972,49,34
1973,49,1335
1974,49,146
1975,49,285
1976,49,477
1977,49,53
1978,49,21
1979,50,1719
1980,50,45
1981,51,11
1982,51,73
1983,51,24
1984,51,587
1985,51,393
1986,51,312
1987,51,293
1988,51,184
1989,51,122
1990,51,29
1991,51,156
1992,51,77
1993,51,38
1994,51,28
1995,51,46
1996,51,9
1997,51,55
1998,51,39
1999,51,240
2000,51,66
2001,51,112
2002,51,1315
2003,51,2650
2004,51,371
2005,51,76
2006,51,1348
2007,51,86
2008,51,202
2009,52,2206
2010,52,624
2011,52,1570
2012,52,385
2013,53,67
2014,53,0
2015,53,333
2016,53,1800
2017,53,2657
2018,53,346
2019,53,161
2020,53,271
2021,53,2686
2022,53,268
2023,53,1559
2024,53,59
2025,53,1473
2026,53,1388
2027,53,28
2028,53,1876
2029,53,1830
2030,53,773
2031,53,612
2032,53,544
2033,53,1861
2034,53,23
2035,53,1335
2036,53,426
2037,53,1214
2038,53,776
2039,53,2334
2040,53,146
2041,53,311
2042,53,684
2043,53,199
